onset	duration	trial_type	response	response_time	stim_id	stim_events	stim_slides	trial_id	run_id	stim_type	response_type
2.00982	n/a	n/a	n/a	n/a	80700	7	0	445	4	8	n/a
12.0085	3.5	criticalItem	n/a	n/a	10704	7	4	446	4	1	n/a
15.4916	3.0	criticalItem	n/a	n/a	40704	7	4	447	4	0	n/a
18.4922	3.0	criticalItem	True	0.813	40704	7	4	448	4	4	criticalTrue
22.0065	3.5	controlItem	n/a	n/a	10711	7	11	449	4	1	n/a
25.4895	3.0	controlItem	n/a	n/a	60711	7	11	450	4	0	n/a
28.49	3.0	controlItem	Foil1	0.617	60711	7	11	451	4	6	controlFoil1
32.0055	3.5	criticalItem	n/a	n/a	10746	7	46	452	4	1	n/a
35.4884	3.0	criticalItem	n/a	n/a	70746	7	46	453	4	0	n/a
38.4882	3.0	criticalItem	Foil	1.457	70746	7	46	454	4	7	criticalFoil
42.0046	3.5	criticalItem	n/a	n/a	10712	7	12	455	4	1	n/a
45.4873	3.0	criticalItem	n/a	n/a	60712	7	12	456	4	0	n/a
48.4872	3.0	criticalItem	False	0.692	60712	7	12	457	4	6	criticalFalse
52.0035	3.5	criticalItem	n/a	n/a	10729	7	29	458	4	1	n/a
55.4866	3.0	criticalItem	n/a	n/a	70729	7	29	459	4	0	n/a
58.4868	3.0	criticalItem	True	0.489	70729	7	29	460	4	7	criticalTrue
62.0025	3.5	criticalItem	n/a	n/a	10719	7	19	461	4	1	n/a
65.4857	3.0	criticalItem	n/a	n/a	20719	7	19	462	4	0	n/a
68.4854	3.0	criticalItem	True	0.516	20719	7	19	463	4	2	criticalTrue
72.0014	3.5	controlItem	n/a	n/a	10708	7	8	464	4	1	n/a
75.4867	3.0	controlItem	n/a	n/a	30708	7	8	465	4	0	n/a
78.4845	3.0	controlItem	True	1.215	30708	7	8	466	4	3	controlTrue
82.0022	3.5	criticalItem	n/a	n/a	10744	7	44	467	4	1	n/a
85.484	3.0	criticalItem	n/a	n/a	70744	7	44	468	4	0	n/a
88.4847	3.0	criticalItem	False	2.618	70744	7	44	469	4	7	criticalFalse
91.9994	3.5	criticalItem	n/a	n/a	10749	7	49	470	4	1	n/a
95.4832	3.0	criticalItem	n/a	n/a	50749	7	49	471	4	0	n/a
98.4834	3.0	criticalItem	True	0.728	50749	7	49	472	4	5	criticalTrue
102.015	3.5	criticalItem	n/a	n/a	10721	7	21	473	4	1	n/a
105.499	3.0	criticalItem	n/a	n/a	40721	7	21	474	4	0	n/a
108.498	3.0	criticalItem	Foil	1.524	40721	7	21	475	4	4	criticalFoil
112.015	3.5	controlItem	n/a	n/a	10720	7	20	476	4	1	n/a
115.498	3.0	controlItem	n/a	n/a	60720	7	20	477	4	0	n/a
118.498	3.0	controlItem	True	0.592	60720	7	20	478	4	6	controlTrue
122.013	3.5	criticalItem	n/a	n/a	10709	7	9	479	4	1	n/a
125.496	3.0	criticalItem	n/a	n/a	20709	7	9	480	4	0	n/a
128.496	3.0	criticalItem	False	0.741	20709	7	9	481	4	2	criticalFalse
132.013	3.5	controlItem	n/a	n/a	10734	7	34	482	4	1	n/a
135.496	3.0	controlItem	n/a	n/a	30734	7	34	483	4	0	n/a
138.497	3.0	controlItem	True	2.174	30734	7	34	484	4	3	controlTrue
142.011	3.5	controlItem	n/a	n/a	10703	7	3	485	4	1	n/a
145.494	3.0	controlItem	n/a	n/a	70703	7	3	486	4	0	n/a
148.495	3.0	controlItem	True	0.655	70703	7	3	487	4	7	controlTrue
152.011	3.5	controlItem	n/a	n/a	10728	7	28	488	4	1	n/a
155.494	3.0	controlItem	n/a	n/a	40728	7	28	489	4	0	n/a
158.493	3.0	controlItem	True	0.701	40728	7	28	490	4	4	controlTrue
162.009	3.5	controlItem	n/a	n/a	10705	7	5	491	4	1	n/a
165.493	3.0	controlItem	n/a	n/a	30705	7	5	492	4	0	n/a
168.492	3.0	controlItem	True	0.557	30705	7	5	493	4	3	controlTrue
172.009	3.5	controlItem	n/a	n/a	10718	7	18	494	4	1	n/a
175.492	3.0	controlItem	n/a	n/a	40718	7	18	495	4	0	n/a
178.491	3.0	controlItem	True	2.518	40718	7	18	496	4	4	controlTrue
182.008	3.5	controlItem	n/a	n/a	10750	7	50	497	4	1	n/a
185.491	3.0	controlItem	n/a	n/a	40750	7	50	498	4	0	n/a
188.491	3.0	controlItem	True	0.654	40750	7	50	499	4	4	controlTrue
192.006	3.5	criticalItem	n/a	n/a	10739	7	39	500	4	1	n/a
195.491	3.0	criticalItem	n/a	n/a	50739	7	39	501	4	0	n/a
198.489	3.0	criticalItem	True	0.678	50739	7	39	502	4	5	criticalTrue
202.005	3.5	controlItem	n/a	n/a	10740	7	40	503	4	1	n/a
205.489	3.0	controlItem	n/a	n/a	40740	7	40	504	4	0	n/a
208.489	3.0	controlItem	True	1.934	40740	7	40	505	4	4	controlTrue
212.006	3.5	criticalItem	n/a	n/a	10726	7	26	506	4	1	n/a
215.488	3.0	criticalItem	n/a	n/a	60726	7	26	507	4	0	n/a
218.487	3.0	criticalItem	True	0.75	60726	7	26	508	4	6	criticalTrue
222.003	3.5	criticalItem	n/a	n/a	10735	7	35	509	4	1	n/a
225.486	3.0	criticalItem	n/a	n/a	40735	7	35	510	4	0	n/a
228.488	3.0	criticalItem	Foil	0.367	40735	7	35	511	4	4	criticalFoil
232.002	3.5	controlItem	n/a	n/a	10714	7	14	512	4	1	n/a
235.486	3.0	controlItem	n/a	n/a	30714	7	14	513	4	0	n/a
238.485	3.0	controlItem	Foil1	1.722	30714	7	14	514	4	3	controlFoil1
242.001	3.5	controlItem	n/a	n/a	10707	7	7	515	4	1	n/a
245.485	3.0	controlItem	n/a	n/a	30707	7	7	516	4	0	n/a
248.486	3.0	controlItem	True	0.278	30707	7	7	517	4	3	controlTrue
252	n/a	n/a	n/a	n/a	90700	7	0	518	4	9	n/a
256	n/a	n/a	n/a	n/a	81000	10	0	519	4	8	n/a
265.999	3.5	criticalItem	n/a	n/a	11005	10	5	520	4	1	n/a
269.483	3.0	criticalItem	n/a	n/a	51005	10	5	521	4	0	n/a
272.482	3.0	criticalItem	True	0.421	51005	10	5	522	4	5	criticalTrue
276.015	3.5	controlItem	n/a	n/a	11038	10	38	523	4	1	n/a
279.498	3.0	controlItem	n/a	n/a	31038	10	38	524	4	0	n/a
282.497	3.0	controlItem	Foil2	0.875	31038	10	38	525	4	3	controlFoil2
286.014	3.5	controlItem	n/a	n/a	11046	10	46	526	4	1	n/a
